content,score
Parece ser zika *--*,neutro
"Consegui baixar os mapas rapidamente e funcionam perfeitamente offline. Só não gostei das permissões do aplicativo, que faz ele acessar e utilizar as contas do celular.",neutro
"O app está fechando quando vou em ""Pesquisar"" já enviei o relatório de erro, espero que consertem.",neutro
"Não consegui usar offline... O mapa não é carregado... Já fiz o download, mas não vai...",neutro
Não acha número da rua,neutro
"Deixei ele apenas acompanhando meu passeio e ele se comportou bem, fora umas ruas com nome errado. Depois que eu precisar que ele me indique o endereço pra onde vou e depois de pegar a estrada pro interior modifico meu comentario e a classificação.",neutro
"Baixei o app como uma alternativa ao Google Maps, mas esse app falta ruas. Tem que melhorar muito para crescer.",neutro
"Nao aparece o nome das ruas soh estradas e av no meu galaxy ace ,alguem sabe resolver?",neutro
O bom que não precisa de internet,neutro
"Parece bom, mas nao achei como localizar uma rua. Nao tem onde digitar rua e numero, ou eu que nao consegui? Alguem pode ajudar? Leva mais de 30 min p baixar mapas",neutro
Funciona offline mas nao tem nomes das ruas pelo menos das cidades q eu procurei...,neutro
nao é tao bom como eu esperava mais ajuda um pouquinho,neutro
"Ruim de usar no início e o pior, tem pouquíssimas cidades que preciso usar.",neutro
Razoavel...,neutro
"Bom produto, ao nível de alguns outros, mas com uma limitação, não revelada, de rotas limitadas a 150 km. Qual seja, viagens com maior distância, exigem definição de ""waypoints"" (paradas intermediárias) para composição de rotas superiores a 150 km, conforme instruções oficiais do suporte. Abandonei-o, a favor de outro produto, sem tal limitação.",neutro
Tomara q seja Espero nao estar disperdicando meu tempo,neutro
"Ao recalcular uma rota não indica uma nova alternativa, fica sempre pedindo para voltar na mesma anterior",neutro
"Um bom aplicativo, mas precisa melhorar muito. muitos bugs ainda.",neutro
NAO GOSTEI MUITO MAS ATE QUE E LEGAL,neutro
Estou estalando depois eu vejo quantas estrela dou,neutro
Vou ver se é bom,neutro
Se for verdade do mas....,neutro
Se for bom dou mas estrelas⭐⭐,neutro
Vou testar!,neutro
Vou estala pra ver,neutro
Ainda vou testar,neutro
muito bom,neutro
Razoável,neutro
Depois,neutro
To baixando,neutro
Bom,neutro
Excelente,neutro
Bom,neutro
"É um bom aplicativo mas por mostrar muitas informações, algumas desnecessárias que poderia ser ativadas manualmente e não dá pra desativar, o torna poluído ao visualizar os mapas. Um exemplo são as linhas de ônibus que são mostrados dentro de uma faixa vermelha em ruas, avenidas... mas quando você busca ver qual passa em um ponto de ônibus específico não há informação. Os trajetos nem sempre estão corretos ou são a melhor opção, ainda mais se tiver transporte público para ser usado.",neutro
"Tem rodovias que não aparece no mapa, mesmo sendo uma rodovia que já existe há muitos anos! Uma distância de 50 km por exemplo, o mapa sugeriu um trajeto maior, aumentando mais de 35km. As atualizações não estão acompanhando as modificações de rodovias. Apenas uns bugs e outras funções de estilos visuais.",neutro
para usar no Veículo com Android auto tem que pagar,neutro
"Eu gosto do site do Open Street Maps porque mostra as comunidades do RJ (por razões de segurança), aqui é igual ao site. Mas infelizmente não sei porque não mostra os pontos de ônibus mesmo estando configurado.",neutro
Boa aplicação mas após atualização ficou com o acompanhamento em tempo real mais lento. Acho que o fabricante da aplicação tem que rever o funcionamento se ficou mais pesado ou se utiliza mais processador porque de há um ano para cá ficou a reagir muito mais lento.,neutro
Eu clico no endereço do whatsapp e o app simplesmente não consegue abrir o endereço. Colei manualmente e mesmo assim não funcionou.,neutro
só 3 estrela porque não consegui atualizar a rota dele 😕,neutro
"A APP até que é boa! Tem boas funções,Mas por exemplo: os restantes na praia de Monte gordo estão todos trocados,e fora da localização correta, esse é só um dos erros que eu identifiquei.como por exemplo; por de trás no meu local de trabalho há uma estrada que nunca existiu, é um pomar de árvores de fruto. Isto não é uma crítica destrutiva,mas construtiva,para vocês melhorarem o vosso trabalho. 👍",neutro
"Mediano mas fiável. De todo modo, empurram a versão paga a todo momento.",neutro
"O meu melhor amigo para criar rotas de viagem. Muito versátil e faz tudo o que promete. Mas a nível de navegação GPS tem muito a melhorar, as vezes tenho de fechar a voltar a abrir porque a rota fica invisível, não faz recalcular rota, manda por caminhos sem sentido... Por isso as 3 estrelas. Mas a nível de criar carreiras e seguir essas carreiras criadas, para a minha função, que trabalho na rodoviária, é sem dúvida o meu melhor aliado",neutro
"O app precisa de uma nova interface gráfica urgente, a atual é poluida e lenta",neutro
"Não tem opção de rota, não tem navegação 3d.",neutro
"Andar a pé com precisão diminuida. Após activar destino, dificil desligar voz. Tive de desligar o Telemóvel para cessar a voz de orientação.",neutro
Gps muito bom! Porém na minha multimídia não consigo usar instruções por voz em tts. E faltou visualização em 3d,neutro
"É um mapa lindo, mas quando chega uma bifurcação, ele não destaca a entrada, assim a gente pode passar da entrada. E se é uma rodovia? Dá uma dor de cabeça para voltar ou contornar, ou se arriscar na contramão o que é um perigo.",neutro
"De cara a minha rua não existe no mapa. Analisando bem, esse app tras informações resumidas, o que para guiar as pessoas por locais desconhecidos não adianta.",neutro
Me parece ser bom dou 3;estrelas por agora assim que testar a aplicação e for bom dou 5 estrelas e dou meus parabéns aos criadores desta aplicação um abraço para todos.,neutro
"I love the app, but recently it is always crashing with GPX routes. Please solve this. Already send an email.",neutro
"O apk é bom mais cunpri o que promete mais a última atualização ele ficou travando muito,porfavor melhora isso",neutro
Bom,neutro
"Estou a experimentar este GPS, não encontro aqui o Restaurante Ninho de Hamburgo em Alverca do Ribatejo",neutro
Estou testando.. vamos ver Se funcionar blz e o valor do pago for atrativo quem sabe...,neutro
"Muito bom. Navegação em tempo real. Infelizmente, não reconhece numeração do destino. Só consigo inserir o nome do logradouro. No mais. Muito bom .",neutro
"se manter, para continuar.",neutro
muito bom,neutro
A pesquisa não funciona muito bem.,neutro
"Não entendo, coloco o número do endereço mas só aparece esquina com outra rua. Como vou chegar aí ponto exato ?",neutro
"Estou tentando usar, não consigo achar nenhuma rua ou avenida em São Paulo. Estou em Fortaleza, CE. Já baixei os mapas do Ceará, Pernambuco, Bahia, Minas Gerais e São Paulo. O que fazer?",neutro
Comprei a licença da versão pro e não atualiza. Porquê?,neutro
"Deveria ter um tutorial explicando melhor como funciona cada opção do mapa, ou ter opções pré definidas. mas o app em ótimo quando se está em locais offline",neutro
Interface ok. Navegacao funcionou bem. Fez o trajeto mais adequado. Achei ruim que nao apareceu nenhum radar dos diversos que passei. A primeira funcao mais importante eh a navegacao. Isso funcionou bem. A segunda mais importante eh radar que no brasil a maioria eh mal sinalizado e com velocidades incompativeis com a velocidade natural de vias rodoviarias em um pais continental.,neutro
Razoável,neutro
"Ainda não testei, quando o fizer volto para aumentar ou diminuir estrelas.",neutro
"Razoável,baixei na central multimídia Android e trajeto o indicador do veículo não fica de cima para baixo fica de lado,por isso dando essa avaliação. Já fui nas configurações e nada resolveu. Eu gostei do app, resolva isso aí ,se não vou ter que desinstalar.",neutro
Bom,neutro
Sentindo falta do transito em tempo real!,neutro
Unfortunately it only gives one route option instead of showing the several options available.,neutro
Boa,neutro
"O aplicativo e bom, mas as vezes certas moradas e difícil inserir na procura. So se selecionar no mapa.",neutro
Pouco intuitiva,neutro
Três estrelas só não tenho como dar mais pois o app precisa ficar girando com as mão ao invés de ir para vertical fica em horizontal assim atrapalha a visualização.,neutro
"Seria muito bom se a numeração no Brasil funcionasse somos um país com 200 milhões de habitantes. Estou procurando uma rua conhecida no centro do Rio. Ele encontra a rua, mas os números estão todos errados faltando número. A cidade do rio de janeiro tem 6.000.000 de habitantes o endereço esta faltando numero para 5.500.000 habitantes .... Procura o endereço você ai",neutro
"A App e muito boa necessitando de alguns aperfeicoamentos, como por exemplo a voz que so aparece no inicio da viagem. O pior de tudo esta na desactualizacao dos mapas. A certa altura manda-nos ir na contra-mao. Se os mapas atualizarem darei 5 estrelas sem problema.",neutro
"Ele é bom, mas no meu caso fez muita falta o Mapa por Satélite, porque moro no interior e tem entradas que o Mapa não mostra e se tivesse via satélite daria pra indentificar já que moro no local..",neutro
The app is crashing when trying to access the download map section.,neutro
seria legal ter como atualizar os mapas o mapa daqui de Caruaru esta muito atrasado deem um jeito de atualizar que eu darei cinco estrelas por que o resto no App esta muito bom!!!!,neutro
Falta a visão 3D do mapa e a busca por numeração não funciona.,neutro
"Só é possível traçar rotas de carro, bicicleta e a pé.",neutro
Demora muito a conectar e no local de colocar o número do endereço não aceita. Como sair ?,neutro
"Bom app pra quando ñ se tem Internet. A função de navegação precisa melhorar. O aplicativo em algumas situações ñ indica uma boa rota,  inclui estradas rurais ao invés de rodovias seguras e insiste muito no retorno pra essa rota indesejada.  O roteamento precisa ser mais inteligente.",neutro
"Gostaria de obter imagens de satelite de uma determinada área, no entanto, não estou encontrando como baixar. Alguém poderia de ajudar?",neutro
Gostei muito bom,neutro
"O gerenciamento dos mapas baxados não é simples, os mapas sao bem pesados",neutro
Não acha número da rua,neutro
Não está mais salvando os mapas no cartão SD,neutro
Se for verdade do mas....,neutro
Ainda vou testar,neutro
"Ao recalcular uma rota não indica uma nova alternativa, fica sempre pedindo para voltar na mesma anterior",neutro
Vou estala pra ver,neutro
Não consigo polo a falar em PT,neutro
Se for bom dou mas estrelas⭐⭐,neutro
"A digitação de procura por endereços poderia melhorar, e muito. Digita o endereço e depois é preciso clicar em voltar, não existe um 'Enter'.",neutro
Excelente,neutro
Depois,neutro
NAO GOSTEI MUITO MAS ATE QUE E LEGAL,neutro
Vou ver se é bom,neutro
Bom,neutro
O app faz o que promete mas os mapas OSM são imprecisos e incompletos. Seria bom se este e outros apps que usam OSM pudessem utilizar mapas para Garmim. Aí poderíamos usar os mapas Tracksource.,neutro
